arrival_date,year,month,state,district,market,commodity,crop,season,demand,min_price,max_price,modal_price,price_unit,source,source_url
2023-09-01,2023,9,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,736,1012,874,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-10-01,2023,10,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,850,1150,1000,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-11-01,2023,11,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,904,1084,994,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-12-01,2023,12,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,795,1051,923,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-01-01,2024,1,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,789,1021,905,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-02-01,2024,2,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,732,980,856,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-03-01,2024,3,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,716,996,856,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-04-01,2024,4,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,631,805,718,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-05-01,2024,5,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,663,909,786,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-06-01,2024,6,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,708,822,765,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-07-01,2024,7,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,756,974,865,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-08-01,2024,8,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,686,896,791,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-09-01,2024,9,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,789,1125,957,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-10-01,2024,10,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,858,1174,1016,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-11-01,2024,11,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,865,1029,947,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-12-01,2024,12,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,823,1159,991,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-01-01,2025,1,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,742,1026,884,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-02-01,2025,2,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,674,954,814,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-03-01,2025,3,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,672,966,819,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-04-01,2025,4,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,679,825,752,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-05-01,2025,5,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,821,981,901,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-06-01,2025,6,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,786,962,874,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-07-01,2025,7,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,744,1032,888,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-08-01,2025,8,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,874,1134,1004,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-09-01,2025,9,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,827,1075,951,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-10-01,2025,10,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,857,1033,945,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-11-01,2025,11,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,869,1223,1046,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-12-01,2025,12,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,913,1173,1043,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-01-01,2026,1,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,883,1023,953,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-02-01,2026,2,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,768,896,832,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-03-01,2026,3,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,713,899,806,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-04-01,2026,4,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,707,861,784,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-05-01,2026,5,Uttar Pradesh,Lucknow,Lucknow,Cabbage,cabbage,Rabi,medium,697,983,840,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-01-01,2016,1,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,803,1043,923,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-02-01,2016,2,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,824,1144,984,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-03-01,2016,3,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,869,1081,975,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-04-01,2016,4,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,830,1046,938,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-05-01,2016,5,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,707,959,833,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-06-01,2016,6,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,667,923,795,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-07-01,2016,7,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,741,975,858,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-08-01,2016,8,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,754,884,819,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-09-01,2016,9,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,790,938,864,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-10-01,2016,10,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,827,963,895,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-11-01,2016,11,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,967,1131,1049,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-12-01,2016,12,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,986,1142,1064,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-01-01,2017,1,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,884,1192,1038,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-02-01,2017,2,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,896,1198,1047,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-03-01,2017,3,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,801,1009,905,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-04-01,2017,4,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,792,984,888,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-05-01,2017,5,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,790,1006,898,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-06-01,2017,6,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,809,939,874,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-07-01,2017,7,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,720,976,848,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-08-01,2017,8,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,711,963,837,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-09-01,2017,9,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,758,1074,916,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-10-01,2017,10,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,899,1123,1011,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-11-01,2017,11,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,937,1307,1122,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-12-01,2017,12,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,959,1243,1101,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-01-01,2018,1,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,903,1049,976,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-02-01,2018,2,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,796,1014,905,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-03-01,2018,3,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,839,1099,969,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-04-01,2018,4,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,734,1054,894,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-05-01,2018,5,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,995,1157,1076,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-06-01,2018,6,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,803,965,884,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-07-01,2018,7,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,812,1148,980,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-08-01,2018,8,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,864,1060,962,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-09-01,2018,9,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,789,1069,929,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-10-01,2018,10,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,793,1051,922,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-11-01,2018,11,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,973,1157,1065,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-12-01,2018,12,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1055,1369,1212,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-01-01,2019,1,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1066,1396,1231,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-02-01,2019,2,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,887,1087,987,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-03-01,2019,3,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,970,1162,1066,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-04-01,2019,4,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,785,1103,944,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-05-01,2019,5,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,874,1068,971,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-06-01,2019,6,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,968,1116,1042,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-07-01,2019,7,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,852,1192,1022,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-08-01,2019,8,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,894,1214,1054,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-09-01,2019,9,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,906,1210,1058,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-10-01,2019,10,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,967,1377,1172,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-11-01,2019,11,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,991,1185,1088,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-12-01,2019,12,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,968,1342,1155,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-01-01,2020,1,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1013,1325,1169,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-02-01,2020,2,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1047,1339,1193,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-03-01,2020,3,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,891,1047,969,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-04-01,2020,4,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,991,1153,1072,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-05-01,2020,5,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,902,1080,991,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-06-01,2020,6,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,773,1107,940,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-07-01,2020,7,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,884,1224,1054,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-08-01,2020,8,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1015,1271,1143,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-09-01,2020,9,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1026,1316,1171,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-10-01,2020,10,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,870,1160,1015,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-11-01,2020,11,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,981,1325,1153,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-12-01,2020,12,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,985,1409,1197,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-01-01,2021,1,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1160,1414,1287,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-02-01,2021,2,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1010,1380,1195,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-03-01,2021,3,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,868,1152,1010,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-04-01,2021,4,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,987,1273,1130,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-05-01,2021,5,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,986,1256,1121,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-06-01,2021,6,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,901,1151,1026,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-07-01,2021,7,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,958,1300,1129,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-08-01,2021,8,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,928,1330,1129,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-09-01,2021,9,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,926,1332,1129,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-10-01,2021,10,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,895,1229,1062,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-11-01,2021,11,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,952,1324,1138,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-12-01,2021,12,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1225,1489,1357,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-01-01,2022,1,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1248,1556,1402,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-02-01,2022,2,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1059,1455,1257,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-03-01,2022,3,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,977,1187,1082,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-04-01,2022,4,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1077,1333,1205,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-05-01,2022,5,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,907,1231,1069,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-06-01,2022,6,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1085,1273,1179,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-07-01,2022,7,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1072,1360,1216,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-08-01,2022,8,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1055,1241,1148,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-09-01,2022,9,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1076,1364,1220,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-10-01,2022,10,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1108,1330,1219,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-11-01,2022,11,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1269,1485,1377,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-12-01,2022,12,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1068,1380,1224,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-01-01,2023,1,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1271,1469,1370,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-02-01,2023,2,Uttar Pradesh,Lucknow,Lucknow,Cauliflower,cauliflower,Rabi,medium,1125,1365,1245,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
